1010::postcode::SE11RB,51.501054584x-0.0956229787909
1010::postcode::V6B1H7,None
1010::postcode::CV346PZ,52.2724881413x-1.61113599559
1010::postcode::gl503ql,51.9025613631x-2.08261146135
1010::postcode::M219LA,53.4441869862x-2.2876844274
1010::postcode::FK82DZ,56.1143024632x-3.93486058862
1010::postcode::M43 6AB,None
1010::postcode::TW1 4RP,51.4392403x-0.3311469
1010::postcode::PO4 0QA,50.7840793x-1.0761681
1010::postcode::M219PH,53.444335588x-2.27808004726
1010::postcode::FK82HE,56.10970889x-3.938393316
1010::postcode::N78DB,None
1010::postcode::M43 6GD,53.4805236x-2.1595337
1010::postcode::220030,None
1010::postcode::FK82PA,56.1051358189x-3.94575343378
1010::postcode::RG402BB,None
1010::postcode::M219YP,None
1010::postcode::FK82QT,56.1145538955x-3.94516730602
1010::postcode::NR86FQ,52.6763966911x1.22318402156
1010::postcode::Rh105DT,51.1027366406x-0.177587324988
1010::postcode::06200NICE,None
1010::postcode::W21HY,51.5161552217x-0.173788905177
1010::postcode::1812AZ,None
1010::postcode::W1S1YH,51.5136906131x-0.142252808672
1010::postcode::HP144RR,51.6648627911x-0.779860384889
1010::postcode::M154BR,None
1010::postcode::GU47LZ,51.2631418367x-0.549992304088
1010::postcode::LS28 6AT,53.8049892x-1.6721181
1010::postcode::W21NY,51.5171239925x-0.174211379019
1010::postcode::N78UX,51.5476616458x-0.116710934124
1010::postcode::90020,None
1010::postcode::IP9 2RX,51.9722484x1.149652
1010::postcode::90038,None
1010::postcode::UB2 5HF,51.4993180762x-0.386999941744
1010::postcode::DE62FF,52.9388772829x-1.80032170937
1010::postcode::90041,None
1010::postcode::W21QY,51.5167641x-0.173043897087
1010::postcode::WR3414R,None
1010::postcode::W1T 3NF,None
1010::postcode::9000,None
1010::postcode::OL1 1HE,53.5411475x-2.1151566
1010::postcode::W1T 3PQ,51.5172682x-0.1376684
1010::postcode::58000,None
1010::postcode::GL25EU,None
1010::postcode::EN61ET,None
1010::postcode::BH192BL,None
1010::postcode::9058,47.2877102x9.4777495
1010::postcode::V6B2K4,None
1010::postcode::V6B2K7,None
1010::postcode::SM25HH,None
1010::postcode::64600,None
1010::postcode::DT73LX,None
1010::postcode::RH124TB,None
1010::postcode::NR349BN,52.461894994x1.56739681068
1010::postcode::GU214TJ,None
1010::postcode::NE461JD,54.9673452534x-2.08718907216
1010::postcode::OX51PF,51.8177692027x-1.3066755958
1010::postcode::UB2 5RN,None
1010::postcode::456789,None
1010::postcode::OX51SP,None
1010::postcode::EH144AP,55.9142137748x-3.3163511923
1010::postcode::EH144AS,None
1010::postcode::N79DP,51.5489930026x-0.120665654251
1010::postcode::EN61LW,None
1010::postcode::OL1 1UG,None
1010::postcode::31240,None
1010::postcode::BH192JL,50.5959763852x-1.95710986488
1010::postcode::CR29EE,None
1010::postcode::GU34 1BX,None
1010::postcode::NR33 0JQ,52.4585532x1.7374308
1010::postcode::E105PW,None
1010::postcode::W1S2RX,51.5120439378x-0.143890669805
1010::postcode::3511AS,None
1010::postcode::DT73XS,50.7098673358x-3.00313950762
1010::postcode::nw103qe,51.5359676211x-0.224890414011
1010::postcode::TS177HD,54.5540816395x-1.29312020645
1010::postcode::NE461UY,None
1010::postcode::BH192PQ,50.6105499712x-1.9749464152
1010::postcode::CT12 5RH,None
1010::postcode::00520Helsinki,None
1010::postcode::CA156RP,54.7297642407x-3.44571061068
1010::postcode::N79LY,51.5522798407x-0.123761260602
1010::postcode::GL51 7SJ,51.9016489x-2.1182768
1010::postcode::NR16 2HW,52.4527103x1.0380847
1010::postcode::3511GT,None
1010::postcode::3511HB,None
1010::postcode::M155BJ,53.4688394487x-2.25330920143
1010::postcode::CH484EQ,53.3729811758x-3.17939234406
1010::postcode::3511JW,None
1010::postcode::ls981fd,53.7737294597x-1.51753484071
1010::postcode::SY1 1LZ,None
1010::postcode::E9 6NR,51.544451x-0.0539208
1010::postcode::SL60ER,51.5313941661x-0.694306434456
1010::postcode::13.301-200,None
1010::postcode::3511PP,None
1010::postcode::B15 1RX,None
1010::postcode::GL26EE,None
1010::postcode::RH125PP,51.0850280045x-0.316011717472
1010::postcode::SO410JD,50.7470058401x-1.57185490585
1010::postcode::GU215RF,None
"1010::postcode::3511HBUTRECHT,TheNetherlands",None
1010::postcode::MK11 1BS,52.0582492x-0.8501095
1010::postcode::HX59DB,53.6926785041x-1.82916985891
1010::postcode::58140,None
1010::postcode::Narberth,None
1010::postcode::ox117qh,51.6099014963x-1.23046242298
1010::postcode::W1S3HQ,None
1010::postcode::W1S3HT,None
1010::postcode::LS28 7ND,53.7988429x-1.6629049
1010::postcode::M155RF,None
1010::postcode::31300,None
1010::postcode::NG1 4NE,52.9561808x-1.1491397
1010::postcode::PL52AF,50.4060545x-4.1774422
1010::postcode::bn2 1ts,50.8201208x-0.1324756
1010::postcode::SA612NX,None
1010::postcode::EH74AB,55.9590268667x-3.18425066955
1010::postcode::W1S2qd,51.5133815019x-0.141472720125
1010::postcode::B15 2AF,None
1010::postcode::SY1 2DP,52.7138979x-2.7522374
1010::postcode::PR40XG,53.7562694293x-2.81504645045
1010::postcode::685585,None
1010::postcode::LS98 1FD,None
1010::postcode::81667München,None
1010::postcode::gl50 1dx,None
1010::postcode::3512HL,None
1010::postcode::SW1P2AF,51.4951643531x-0.127447283479
1010::postcode::M156BH,53.4706836133x-2.2395057971
1010::postcode::TA26HX,51.0253145823x-3.10665383099
1010::postcode::EX230JS,None
1010::postcode::CV349HB,None
1010::postcode::SW1P2DY,51.4960325852x-0.134528573365
1010::postcode::EH74PF,55.9632716056x-3.17919000697
1010::postcode::90230,None
1010::postcode::3512NS,None
1010::postcode::LS28 8DS,53.7840402x-1.6631146
1010::postcode::90241,None
1010::postcode::6521AA,None
1010::postcode::6521AV,None
1010::postcode::SY1 2QQ,None
1010::postcode::9220,None
1010::postcode::E58JY,51.5516160354x-0.0613603722884
1010::postcode::E107BL,None
1010::postcode::M410XT,53.4497030247x-2.34632503186
1010::postcode::9240,None
1010::postcode::B15 2TG,52.4531851x-1.9422432
1010::postcode::ts160la,54.524485x-1.3763528
1010::postcode::BD4 7QJ,None
1010::postcode::ig27pq,51.5784672653x0.091573750773
1010::postcode::31400,None
1010::postcode::9298,None
1010::postcode::M60 7HJ,None
1010::postcode::35000Rennes,None
1010::postcode::31410,None
1010::postcode::81137-0640,None
1010::postcode::2202PB,None
1010::postcode::SL61RF,51.5219054921x-0.718576924531
1010::postcode::HA5 5BP,51.581234x-0.3750954
1010::postcode::B955PB,52.305595x-1.8243131
1010::postcode::WD23 2AF,51.6638683x-0.3800791
1010::postcode::9712 TD,53.222304x6.5604746
1010::postcode::NP253DZ,51.8116382975x-2.71514117056
1010::postcode::SN101HT,51.3525226029x-1.99647566187
1010::postcode::5211DJ,None
1010::postcode::NE463RU,54.9765320062x-2.10615987465
1010::postcode::BS14 0BY,None
1010::postcode::W24BH,51.5133589337x-0.1900565907
1010::postcode::n113ee,None
1010::postcode::GU151AH,None
1010::postcode::M5C3H8,None
1010::postcode::SY225BU,None
1010::postcode::31490,None
1010::postcode::W1T 6AD,None
1010::postcode::TS179JP,54.5335336504x-1.28944172357
1010::postcode::00100Helsinki,None
1010::postcode::W1T 6BT,51.5227148057x-0.140847687534
1010::postcode::ME90PJ,51.3188129455x0.741746259083
1010::postcode::NP253NZ,None
1010::postcode::ME172LL,51.2375586337x0.710189738772
1010::postcode::SO157QU,50.9284765465x-1.42361909861
1010::postcode::SW1P3BT,51.4981943323x-0.130233376038
1010::postcode::OL1 4AW,None
1010::postcode::WF5ONZ,None
1010::postcode::E59EY,51.5677280576x-0.0530563043611
1010::postcode::SW1P3GE,51.4955840025x-0.126133501276
1010::postcode::WD23 2TY,None
1010::postcode::SW1P3HZ,51.4955763796x-0.126782105874
1010::postcode::GU151RF,None
1010::postcode::9311,None
1010::postcode::GL28EQ,51.8773833123x-2.29659814307
1010::postcode::58313,None
1010::postcode::YO329WT,53.9901941015x-1.0658363591
1010::postcode::B15 3TS,52.4666086x-1.9283745
1010::postcode::S174PD,53.3181801958x-1.51150164142
1010::postcode::S174PF,None
1010::postcode::SW1P3NB,None
1010::postcode::SW1P3NQ,51.4971476029x-0.128316862977
1010::postcode::G74 1BA,55.7651898255x-4.18557030922
1010::postcode::4824AT,None
1010::postcode::PE28 9EP,52.3148299x-0.0955227
1010::postcode::PR42JP,53.7844256943x-2.8828735776
1010::postcode::G74 1DJ,55.7662732403x-4.19336265512
1010::postcode::NG1 6LP,52.9550477x-1.1540991
1010::postcode::tq4 7eu,None
1010::postcode::31535,31.4512573x-82.8425216
1010::postcode::TN15 8LU,None
1010::postcode::CF454SN,51.6406869085x-3.32950106864
1010::postcode::N134BS,None
1010::postcode::ME7 5NY,51.3782667x0.5422176
1010::postcode::BB79EH,53.834393714x-2.33581765593
1010::postcode::EN64SG,51.7075208911x-0.107864448711
1010::postcode::PL198AY,50.5487815309x-4.14664777415
1010::postcode::B368HB,52.501574158x-1.82051416755
1010::postcode::W1T 7AB,51.5177769x-0.1312048
1010::postcode::4824PP,None
1010::postcode::rg54pg,None
1010::postcode::TQ148BW,50.5435711182x-3.49761206567
1010::postcode::LL77 7UR,53.3123939x-4.3159453
1010::postcode::CF454YR,51.6614725832x-3.34949796441
1010::postcode::EH76JA,55.9600552834x-3.15062792128
1010::postcode::SW4 6BS,None
1010::postcode::SW1P4DF,51.4957940037x-0.129712120912
1010::postcode::12101BERLIN,None
1010::postcode::OL161JA,53.6180699811x-2.15535135383
1010::postcode::W25QT,51.5181229404x-0.194595361669
1010::postcode::GU152QB,51.3230141248x-0.753159589707
1010::postcode::Sw189FY,None
1010::postcode::SW4 6JP,51.4696307x-0.1278167
1010::postcode::w140hn,51.4986847315x-0.218343264111
1010::postcode::YO264XJ,53.9607683312x-1.096550373
1010::postcode::TA28PD,51.035002311x-3.06277215606
1010::postcode::gl50 3ql,None
1010::postcode::KT70SR,None
1010::postcode::SW1P4LX,51.4929750025x-0.128876727552
1010::postcode::H1G3Z7,None
1010::postcode::CB6 2XE,52.3887207x0.2001532
1010::postcode::25000,None
1010::postcode::SW1P4NP,None
1010::postcode::N134XS,51.6171749245x-0.109544457153
1010::postcode::SL63LL,51.4953523919x-0.755335234529
1010::postcode::GU218TL,51.3129551539x-0.601368542105
1010::postcode::OL161UT,53.6126356526x-2.15947294474
1010::postcode::L9 3AE,53.4592949x-2.9659976
1010::postcode::SW1P4QP,None
1010::postcode::LU13BE,51.8771089833x-0.41287147127
1010::postcode::m4x1n3,None
1010::postcode::6269DH,None
1010::postcode::NG229TD,53.2089603537x-1.00072230075
1010::postcode::B369DE,None
1010::postcode::W26DA,51.5139665372x-0.182826415118
1010::postcode::SY161HP,52.5059294456x-3.33075374023
1010::postcode::TS101RT,54.6164142358x-1.07190057513
1010::postcode::TQ149AE,50.5472053959x-3.5156106561
1010::postcode::ME174HX,51.2308292615x0.51914058176
1010::postcode::GU153DX,51.3311522554x-0.760804845132
1010::postcode::TQ149BB,50.5514115346x-3.51375519515
1010::postcode::GL53 0DL,None
1010::postcode::DL7 8ED,None
1010::postcode::OL79DD,53.4940639957x-2.09912681026
1010::postcode::GU51 3QT,None
1010::postcode::OL79DR,53.4937733302x-2.10271348563
1010::postcode::BR2 8HP,51.369442x0.0356416
1010::postcode::SP6 2HU,50.9165491678x-1.75540194253
1010::postcode::W26LA,51.5164567126x-0.178720501673
1010::postcode::KisumuKenya,None
1010::postcode::CW56BU,53.0905436505x-2.56712552285
1010::postcode::PL199JR,None
1010::postcode::90501,None
1010::postcode::PuertoViejodeTalamanca,None
1010::postcode::DH21NW,54.8671853737x-1.62197777535
1010::postcode::SP6 2NE,50.9706518x-1.7253671
1010::postcode::SL64DW,51.5186991008x-0.730499857883
1010::postcode::BB9 0TL,53.8346628x-2.2036832
1010::postcode::sw11 1nt,None
1010::postcode::wv124QZ,52.6015663741x-2.05249009287
1010::postcode::OX2 6HX,51.7636097x-1.2658751
1010::postcode::ws73qw,None
1010::postcode::OL79ND,53.5009352459x-2.10484140393
1010::postcode::av.prJosephKiZERBO,None
1010::postcode::OX2 6JR,51.7668974x-1.2610687
1010::postcode::DL7 8QF,54.3381958x-1.4379582
1010::postcode::LD1 5HF,52.2422425x-3.3774792
1010::postcode::OX262QD,51.8989277933x-1.15850625598
1010::postcode::SW4 7NU,None
1010::postcode::OX2 6LE,51.7669399x-1.263546
1010::postcode::OX2 6NS,None
1010::postcode::25124,None
1010::postcode::SN104AG,None
1010::postcode::3515XG,None
1010::postcode::SN104EB,None
1010::postcode::OL162YB,53.6178069117x-2.13515397578
1010::postcode::OX2 6TD,51.7715051x-1.2732833
1010::postcode::LU14BP,None
1010::postcode::SN14 6AP,None
1010::postcode::BS31 1HL,None
1010::postcode::PE11 1DT,52.7948695x-0.1641625
1010::postcode::OX2 6XA,51.7734313x-1.2592083
1010::postcode::LU14EE,None
1010::postcode::SY162EH,52.5156720603x-3.32301646989
1010::postcode::GU154AE,None
1010::postcode::SP6 3BH,50.9124144x-1.8211813
1010::postcode::SW12 9SS,51.4416891x-0.152659
1010::postcode::EX7 0QW,50.5950267x-3.493084
1010::postcode::84000,None
1010::postcode::5482TL,None
1010::postcode::SN104SH,51.3123348652x-1.94507208772
1010::postcode::CW2 7NQ,53.0915111x-2.4569538
1010::postcode::LD1 6AE,52.2380896x-3.3850832
1010::postcode::L0S 1J0,43.221872x-79.126799
1010::postcode::BS81AB,51.4558997635x-2.61400015768
1010::postcode::OX2 7HT,51.7787526308x-1.26602071009
1010::postcode::W1 6AE,36.66761x4.2197478
1010::postcode::L12 1LH,53.4230939x-2.9114836
1010::postcode::6525CZ,None
1010::postcode::BS81EJ,None
1010::postcode::SL65JB,51.5229498764x-0.760550540436
1010::postcode::CB58AF,None
1010::postcode::wa10 2ag,53.4582988x-2.7463128
1010::postcode::6525GE,None
1010::postcode::EC4R 1BE,51.5101815x-0.092865
1010::postcode::BS81HA,51.4557388x-2.6067872
1010::postcode::SantaClara,None
1010::postcode::OL12 6LD,None
1010::postcode::CB58DZ,52.2080323663x0.136385672325
1010::postcode::wa10 2dp,53.4581472x-2.7446835
1010::postcode::BS308BY,51.4502845236x-2.48230787877
1010::postcode::OX2 7RF,51.7874664x-1.2706928
1010::postcode::BS81LN,51.4567135508x-2.61313312524
1010::postcode::NE26 3RF,None
1010::postcode::6524lx,None
1010::postcode::31830,None
1010::postcode::CB58HE,52.2089396397x0.142386407411
1010::postcode::BS31 2DY,None
1010::postcode::BS81NN,None
1010::postcode::BS81PD,51.4588289467x-2.6092320891
1010::postcode::TR127EB,50.0252629692x-5.23747584908
1010::postcode::DN4 8DB,53.4997239x-1.1131631
1010::postcode::UB4 0JS,None
1010::postcode::BS81TH,51.4590664868x-2.60329075901
1010::postcode::BS81UH,51.4579070466x-2.60144754573
1010::postcode::WF62DZ,None
1010::postcode::BS81UQ,51.4594733996x-2.60459154779
1010::postcode::SN105NA,51.3251425122x-2.00896324093
1010::postcode::NR13NY,52.6238274119x1.29513138419
1010::postcode::Lima1,None
1010::postcode::907**,None
1010::postcode::LU15JF,51.8734158183x-0.433178766587
1010::postcode::84100,None
1010::postcode::L12 2AP,53.421247x-2.8977957
1010::postcode::L373HW,None
1010::postcode::OX2 8AQ,51.7852587x-1.280108
1010::postcode::PO4 8BF,50.7987386x-1.0616468
1010::postcode::CW58DN,None
1010::postcode::DL178AN,54.6874037148x-1.54689586918
1010::postcode::PR46AE,None
1010::postcode::OX264LB,None
1010::postcode::BS82AG,51.4691540909x-2.61387579762
1010::postcode::BS82BG,51.4612630428x-2.60973951851
1010::postcode::PO12AL,50.7973280071x-1.09128814844
1010::postcode::BD71DP,None
1010::postcode::2514JGDenHaag,None
1010::postcode::WC1B 4JP,51.5206387x-0.1257111
1010::postcode::WF62TZ,53.719344099x-1.41130880305
1010::postcode::WA141DU,53.3858378231x-2.34986554001
1010::postcode::DN12DR,53.5213447985x-1.12684447556
1010::postcode::Limon,None
1010::postcode::OL164RX,None
1010::postcode::WV39QY,None
1010::postcode::LS8 4HS,None
1010::postcode::LS8 4HT,None
1010::postcode::OX264RS,51.9080462705x-1.14499119536
1010::postcode::N6 4ED,51.5798514x-0.1550431
1010::postcode::BS82JG,51.4633953998x-2.61464778963
1010::postcode::31911,None
1010::postcode::247667,None
1010::postcode::M416AP,53.4477246831x-2.39577018474
1010::postcode::DL178QY,54.690133x-1.5394348
1010::postcode::PE11 3BE,None
1010::postcode::TS23 3DX,54.6136371x-1.2704111
1010::postcode::BN25 1BE,None
1010::postcode::G74 5PH,55.7589747x-4.2307589
1010::postcode::NR33 7NL,52.4470275x1.7155793
1010::postcode::NE6 1AB,54.9703331456x-1.58155214015
1010::postcode::l28TX,53.4071885474x-2.99434599943
1010::postcode::ss12UP,None
1010::postcode::EC4R 2RA,51.5116319x-0.092473
1010::postcode::BS82XF,51.4659252063x-2.61917322339
1010::postcode::NR14SF,None
1010::postcode::5216PD,None
1010::postcode::80469München,None
1010::postcode::DG6 4TA,54.8544142x-4.1254612
1010::postcode::WC1B 5EE,51.5230524x-0.1265057
1010::postcode::BD72DG,None
1010::postcode::PO13BF,50.7940975866x-1.10616348452
1010::postcode::N6 5AA,51.5771070769x-0.14633570668
1010::postcode::N6 5AU,None
1010::postcode::hr68bw,52.2313385x-2.7427917
1010::postcode::FK11JQ,56.0008012868x-3.7854762117
1010::postcode::BS83EZ,None
1010::postcode::WR40RJ,52.2084463357x-2.16919910449
1010::postcode::OX2 9LU,51.7566726x-1.3457581
1010::postcode::LS8 5HS,53.81277x-1.5169654
1010::postcode::KY15 5SY,None
1010::postcode::CH48RQ,53.1799381608x-2.93054466174
1010::postcode::BS83LB,51.459702816x-2.62260103949
1010::postcode::NG22 0AB,53.1721902x-0.9481674
1010::postcode::CM71HA,51.8756589505x0.550963880364
1010::postcode::LE40FJ,None
1010::postcode::BS83NG,51.4599615991x-2.62634693455
1010::postcode::SP10 3PB,51.2049951x-1.5038993
1010::postcode::DN13NL,53.5223371772x-1.1285737674
1010::postcode::N6 5LW,51.5724883x-0.1346764
1010::postcode::NE992BN,None
1010::postcode::OL12 8TS,53.657777x-2.1819622
1010::postcode::DN13RE,53.5132810284x-1.13786804885
1010::postcode::TS23 4HJ,47.930734x12.806368
1010::postcode::NN95EL,52.3401744202x-0.647073229085
1010::postcode::NN95JH,52.3395827291x-0.658261582886
1010::postcode::OX266DT,51.8980139332x-1.15644503762
1010::postcode::LE40SZ,None
1010::postcode::YO21 3PF,54.487033x-0.614441
1010::postcode::84330,None
1010::postcode::NN1 5HB,52.2389641x-0.8807249
1010::postcode::YO21 3SA,54.5047631x-0.7227675
1010::postcode::84390,None
1010::postcode::9900,None
1010::postcode::920300,None
1010::postcode::SO418FZ,50.7534485201x-1.55842833691
1010::postcode::S9 1EA,None
1010::postcode::ML7 4JS,55.8283397x-3.8205277
1010::postcode::BS84DD,None
1010::postcode::WA143EH,53.3722372116x-2.35920790553
1010::postcode::NE136EJ,55.0582618632x-1.61949195608
1010::postcode::DL14 6XB,54.6469959x-1.6685131
1010::postcode::SE16 6SD,51.5002976x-0.0415094
1010::postcode::SL68QX,51.5261680395x-0.706319658692
1010::postcode::NE136LH,55.0468530108x-1.62352834428
1010::postcode::NP20 4PH,51.5898041x-3.0046653
1010::postcode::S9 1UE,53.4124564x-1.3981017
1010::postcode::62600BERCKSURMER,None
1010::postcode::RG28 7HP,51.2264852x-1.3382636
1010::postcode::IP13 6LW,52.0847222x1.2507725
1010::postcode::75008paris,None
1010::postcode::TS9 7AL,54.4466037768x-1.16868804811
1010::postcode::TN34 1HL,50.8552137x0.5779724
1010::postcode::LS11 5QP,None
1010::postcode::CV211PB,52.3877392307x-1.26719148921
1010::postcode::4000Porto,None
1010::postcode::RG28 7LR,None
1010::postcode::2000,None
1010::postcode::S101LP,None
